query_id,history,gaps_days,target_items
2525,289 392 560 758 778 808 816 863 979 990 1011 1322 1387 1452 1475 1608 1666 1846 1945 1955 2126 2291 2406 2469 2523 2819 2895 2946 2966 3187 3329 3347 3374 3403 3481 3548 3567 3664 3721 3749 3887 3926 3964|23 30 277 336 392 516 533 605 657 755 758 808 979 1011 1387 1475 1506 1661 1664 1828 1846 1848 1957 2014 2126 2150 2213 2291 2352 2405 2544 2895 2932 2966 3014 3187 3293 3329 3377 3398 3403 3481 3494 3498 3567 3617 3624 3749 3762 3964|30 71 155 159 336 392 533 738 758 882 930 1010 1011 1240 1276 1387 1475 1506 1610 1732 1782 1828 1846 1848 1896 1939 1945 1958 2150 2281 2322 2352 2398 2404 2420 2438 2470 2491 2523 2548 2604 2692 2740 2932 2966 3014 3164 3196 3293 3329 3374 3398 3403 3468 3481 3498 3617 3729 3846 4032|23 158 277 336 392 436 456 483 492 637 657 720 726 754 759 778 804 811 863 927 934 938 951 955 990 1011 1091 1159 1181 1210 1234 1357 1387 1447 1475 1506 1559 1576 1597 1602 1608 1675 1764 1791 1807 1812 1837 1846 1866 1893 1939 1945 1957 1958 2014 2035 2071 2094 2126 2132 2227 2254 2281 2322 2352 2363 2438 2469 2491 2509 2522 2523 2544 2548 2596 2740 2856 2932 2933 2966 2979 3006 3014 3016 3033 3269 3298 3366 3377 3380 3392 3403 3481 3490 3494 3498 3515 3534 3548 3614 3619 3635 3636 3708 3721 3746 3761 3808 3865 3873 3883 3926 4027 4032 4067|23 71 186 288 289 336 392 554 720 785 811 951 990 1011 1091 1123 1130 1335 1357 1576 1582 1597 1602 1647 1860 1882 1957 2074 2126 2150 2438 2469 2491 2522 2548 2596 2666 2821 2892 2895 2966 3014 3143 3366 3490 3498 3515 3619 3865 3873 3883 3926|32 52 135 489 547 560 657 930 1011 1015 1130 1146 1354 1357 1576 1597 1807 1939 2126 2150 2156 2254 2267 2294 2322 2438 2544 2599 2755 2946 3006 3014 3072 3074 3147 3398 3481 3490 3498 3542 3619 3865 3883 4067|512 1051 2014 2438 2932 2966 3212 3377 3403 3536 3567 3617 3749|20 23 30 106 158 213 288 507 533 630 660 752 754 778 808 928 938 979 1043 1240 1310 1387 1423 1475 1559 1666 1698 1807 1846 1860 1861 1958 2014 2074 2106 2156 2317 2332 2544 2548 2692 2729 2740 2819 2844 2932 2961 3033 3072 3183 3197 3293 3329 3374 3392 3481 3490 3498 3515 3548 3567 3588 3739 3749 3849 3887 3964 4032|14 16 23 213 216 286 313 324 378 554 589 626 657 667 868 930 1010 1011 1043 1296 1310 1334 1354 1456 1597 1698 1706 1743 1782 1869 1896 1958 2014 2110 2291 2353 2438 2454 2544 2609 2692 2739 2929 2932 2961 3063 3329 3840 4060|392 891 1011 1331 1576 1866 1934 2150 2156 2167 2387 2400 2596 2740 3224 3298 3403 3404 3588 3876 4071|138 155 185 263 314 384 481 554 556 596 752 824 833 904 928 930 1010 1076 1170 1354 1387 1423 1437 1468 1506 1667 1675 1772 1846 1861 1945 1986 2078 2091 2106 2291 2323 2425 2438 2493 2517 2523 2544 2580 2609 2660 2689 2805 2825 2889 2919 2929 3014 3340 3398 3645 3666 3729 3735 3885 4051,0 4 6 30 34 13 147 26 132 1 298,23 58 63 67 130 138 309 314 396 446 512 554 565 577 874 928 1062 1225 1319 1355 1712 1772 1809 1846 1864 1938 1956 1958 1990 2014 2029 2124 2181 2291 2353 2405 2438 2449 2502 2517 2537 2544 2718 2805 2830 2844 2888 2892 2919 3167 3258 3321 3375 3377 3398 3452 3515 3621 3716 3994
2526,25 280 423 582 589 1151 1311 1340 1536 1807 2282 2674 3007 3288 3298 3371 3574 3804 3981|160 1467 1555 3561 3657 3939|25 168 280 973 1340 1403 1536 3804 3939,0 23 16,280 423 582 973 1340 1536 1555 1807 2203 2379 2913 3371 3804 3939 3966
2527,108 292 634 1213 1437 1853 1937 2001 2170 2626 2899 2982 3158 3170 3410 3831|185 306 366 577 596 930 1010 1054 1437 1597 1721 1788 1801 1875 1883 2409 2438 2580 2679 3626,0 22,2 115 129 281 505 541 890 897 989 1078 1168 1199 1291 1965 2323 2334 2356 2510 2570 2576 2689 2820 2889 3021 3152 3250 3340 3419 3626 3922 3942 4035 4051
2528,724 1639 2109 2900 3514|67 1788 2687 2735 3048 3641,0 309,67 87 418 2068 2820 3136 3641
2529,103 127 147 409 437 720 937 1262 1355 1429 1647 1860 2273 2438 2593 3006 3285 3494 3636 3657 3690 3960|70 314 455 928 1262 2293 2438 2548 2609 2679 2684 2861 3515 3711 3872|573 924 1428 1510 1571 2489 2660 3138 3754 3760 4076,0 120 14,115 176 505 626 710 819 873 908 1088 1276 1393 1521 1597 2689 2805 2889 2919 2929 3063 3134 3250 3260 3305 3662 3822 4051
2530,333 456 457 537 636 722 733 830 921 951 952 1080 1270 1355 1387 1402 1452 1457 1561 1619 1656 1837 1871 1925 2110 2150 2212 2222 2426 2458 2523 2558 2584 2604 2791 2892 3065 3416 3515 3686 3908 4028 4071|733 853 884 2063 2150 2222 2558 2596 3515 3908,0 53,526 1091 1265 1444 2400 2429 2531 2844 3084 3231 3873
2531,294 384 660 736 754 800 816 853 913 990 997 1011 1022 1387 1613 1662 1945 1958 2100 2110 2131 2167 2291 2400 2404 2430 2448 2469 2491 2558 2598 2684 2932 2953 2966 3130 3377 3516 3721 3876 3953 4006 4038|71 125 160 279 294 392 554 619 731 853 863 913 1007 1011 1089 1162 1407 1598 1653 1777 1807 1839 1895 1934 1945 1958 2003 2089 2100 2131 2170 2191 2244 2291 2293 2400 2438 2491 2598 2684 2703 2766 2788 2863 2900 2932 2966 3061 3063 3180 3331 3377 3385 3398 3484 3612 3780 3876 3923 3953 4038 4071|207 213 345 370 385 388 392 403 433 526 554 776 853 884 913 951 1011 1089 1260 1310 1450 1598 1613 1756 1860 1934 1939 1945 1958 1993 1997 2027 2167 2170 2212 2281 2291 2293 2400 2430 2470 2495 2552 2596 2598 2684 2703 2732 2903 2966 3130 3164 3179 3231 3254 3377 3398 3403 3445 3490 3494 3556 3617 3811 3872 3876 3910 3953 4071|345 526 884 913 1653 2131 2156 2167 2281 2293 2400 2430 2552 2596 2634 2684 2966 3231 3361 3403 3412 3445 3494 3556 3923 3953|32 63 104 125 136 150 180 190 262 279 294 313 340 345 384 385 392 439 477 489 505 554 687 705 710 713 716 754 756 781 800 816 853 884 913 990 1011 1036 1070 1093 1131 1199 1225 1268 1269 1334 1387 1410 1535 1675 1682 1698 1761 1807 1815 1846 1850 1895 1908 1934 1945 2075 2081 2100 2118 2156 2196 2291 2324 2384 2400 2404 2463 2464 2491 2523 2532 2563 2576 2581 2596 2604 2727 2740 2819 2840 2889 2909 2932 2956 3052 3054 3179 3231 3238 3343 3344 3375 3403 3490 3556 3557 3721 3780 3813 3819 3876 3923 3957 3976 4025 4032 4054 4069 4071|190 282 385 388 392 489 526 554 619 626 800 853 874 884 913 951 1080 1102 1162 1184 1219 1295 1433 1527 1613 1675 1837 1916 1934 1945 1958 2039 2110 2131 2150 2156 2167 2196 2244 2291 2379 2400 2407 2416 2430 2491 2552 2596 2598 2609 2636 2684 3006 3064 3072 3231 3373 3377 3398 3445 3490 3894 3908 3910 3920|94 139 162 190 213 385 388 423 489 526 531 554 622 657 680 853 884 891 913 951 1325 1433 1675 1756 1777 1934 1958 2156 2167 2291 2293 2379 2400 2416 2491 2552 2571 2596 2788 2857 2898 2932 2948 3006 3231 3373 3377 3398 3445 3490 3551 3556 3876 3908 3910 3929 4071|20 139 140 162 190 213 295 385 388 392 531 622 630 657 715 754 756 800 816 824 853 884 891 913 940 951 963 990 1011 1036 1038 1076 1080 1102 1214 1268 1284 1325 1433 1450 1452 1527 1568 1675 1700 1742 1807 1837 1846 1867 1916 1934 1939 1945 2096 2100 2117 2131 2150 2156 2167 2196 2281 2291 2293 2332 2379 2400 2404 2407 2416 2447 2470 2486 2491 2531 2571 2581 2596 2598 2640 2670 2732 2740 2787 2857 2873 2898 2903 2924 2932 2948 2966 3072 3130 3164 3176 3231 3238 3287 3344 3371 3392 3403 3489 3490 3517 3551 3556 3621 3622 3716 3721 3780 3806 3849 3876 3910 3923 3929 3948 4032 4071,0 42 96 43 129 108 63 87,104 118 139 155 162 180 190 213 294 337 340 384 388 392 396 439 477 489 503 580 641 648 737 756 781 795 800 816 833 853 854 884 913 914 951 990 1011 1036 1047 1080 1083 1093 1102 1206 1225 1380 1387 1394 1415 1417 1423 1433 1525 1527 1535 1568 1597 1598 1675 1682 1721 1742 1747 1756 1772 1837 1846 1850 1861 1916 1934 1958 1988 2007 2029 2078 2096 2106 2135 2156 2167 2181 2278 2291 2323 2324 2329 2400 2404 2416 2438 2474 2478 2491 2513 2576 2596 2670 2676 2684 2691 2732 2812 2830 2857 2873 2898 2903 2909 2948 2966 3006 3037 3052 3063 3176 3230 3231 3238 3262 3307 3340 3375 3377 3394 3398 3403 3468 3490 3530 3556 3626 3721 3806 3840 3864 3876 3894 3910 3929 3957 3995 4031 4069 4071
2532,472 508 600 903 1173 1250 1257 1591 1693 1792 1977 2336 2414 2628 2694 2812 2871 2996 3264 3530 3740 3797 3872|171 405 511 1117 1756 1821 1977 2379 2438 2927 3075 3159 3796|522 687 1084 1117 1437 1471 1707 1721 1832 2095 2136 2445 2521 2871 2917 3009 3367 3433 3787 3835|1282 1501 1721 2641 2670|2 466 482 715 717 843 848 953 1309 1512 1637 1658 1671 1766 1779 1970 1986 1996 2091 2454 2981 3042 3046 3087 3161 3344 3687,0 41 35 33 54,121 171 314 323 384 1047 1068 1117 1177 1355 1380 1417 1425 1696 1908 1984 2163 2181 2463 2513 2597 2670 2873 3307 3394 3417 3629 3672 3893
2533,160 600 602 775 958 1834 1837 1890 2095 3344 3580 3805 3934|160 600 1837 2311 2612 3159|245 279 345 600 848 1014 1371 1432 1576 1839 1866 1996 2050 2243 2311 2564 2909 3033 3060 3118 3159 3315 3344 3586 3819|188 600 602 614 763 880 973 1246 1265 1511 1529 1536 1567 1866 2168 2175 2379 2844 2900 2927 3048 3140 3288 3537 3580 3861 3965 3976 3997,0 33 74 55,82 162 260 486 507 525 571 579 600 606 633 778 880 903 1005 1184 1203 1309 1639 1654 1658 1837 1838 1977 2096 2109 2160 2265 2293 2416 2459 2548 2573 2612 2639 2643 2715 2857 2868 2872 2909 3159 3162 3243 3362 3491 3514 3580 3586 3645 3714 3736 3995 4009 4053
2534,107 125 146 245 279 317 355 374 403 613 656 752 805 829 884 903 949 953 979 1001 1114 1134 1176 1224 1231 1255 1314 1437 1479 1484 1602 1606 1610 1671 1677 1846 1888 1895 1955 2004 2107 2379 2404 2437 2522 2523 2576 2675 2693 2757 2844 2867 2875 2910 2918 2937 2989 2996 3008 3144 3203 3230 3299 3369 3413 3519 3537 3567 3576 3682 3688 3780 3800 3816 3908 3953 3983 4008 4016 4043|384 600 756 979 1629 1690 2558 2639 2722 2875 3197 3580 3779 3813 4078|29 36 114 177 215 317 374 403 549 591 609 641 752 754 756 829 849 884 903 999 1030 1067 1224 1567 1576 1584 1585 1602 1781 1784 1796 1888 1895 1921 2006 2015 2081 2171 2184 2241 2274 2304 2311 2374 2404 2522 2629 2806 2860 3002 3008 3084 3093 3146 3165 3169 3177 3193 3240 3448 3449 3527 3554 3567 3576 3689 3759 3780 3845 3934 3944 3953 4046|1 36 140 177 183 184 279 317 352 656 766 814 829 863 953 997 1007 1022 1138 1321 1371 1373 1576 1586 1861 1915 1921 2022 2081 2100 2105 2167 2279 2423 2429 2435 2509 2601 2648 2659 2675 2693 2795 2806 2833 2868 2918 2929 3196 3291 3299 3337 3354 3374 3407 3449 3490 3632 3660 3759 3848 3890 4071 4078|196 288 392 403 513 525 600 733 752 805 863 884 964 1001 1010 1084 1116 1400 1419 1478 1484 1486 1727 1807 1839 1949 2004 2006 2022 2107 2158 2269 2292 2352 2363 2523 2558 2577 2613 2614 2629 2791 2844 3271 3272 3448 3515 3554 3567 3601 3689 3721 3731 3749 3829 3848 3853 3916 3953 4008 4061 4070|93 273 362 392 433 451 476 548 916 1111 1436 1595 1606 1707 1972 2107 2131 2437 2483 2560 2564 2613 2666 2798 3178 3255 3298 3374 3555 3601 3827 3883 3956 4027 4070|384 388 1384 2156 2397 2806 3184 3229 3592|106 183 392 403 453 558 600 609 656 722 779 849 1030 1551 1570 1576 1613 1671 1784 1836 1837 2191 2213 2317 2352 2442 2522 2596 2635 2639 2766 2918 3142 3169 3197 3354 3405 3490 3567 3580 3912 3953 3964|345 3315|35 183 235 245 273 317 388 427 439 455 489 536 557 656 741 902 903 953 963 977 1017 1116 1250 1347 1354 1484 1536 1582 1602 1780 1782 1784 1820 1843 1866 1890 1915 1921 2004 2022 2203 2255 2310 2364 2407 2558 2574 2577 2596 2612 2631 2675 2797 2801 2806 2828 2844 2884 2885 2918 2927 2996 3007 3072 3118 3193 3298 3302 3331 3450 3508 3539 3580 3759 3805 3865 3890 4008|20 29 273 313 497 572 775 938 1021 1201 1262 1396 1403 1486 1598 1656 1698 1784 1805 1837 2106 2386 2391 2437 2483 2515 2599 2643 2666 2738 2794 3298 3365 3515 3761 3848 3912 4027|25 183 317 324 362 388 517 600 656 717 813 860 883 903 953 961 1224 1229 1340 1341 1525 1572 1576 1614 1690 1915 1941 1963 1973 2156 2437 2638 2757 2783 2797 2918 3006 3023 3059 3299 3413 3450 3555 3736 3813 3853 3953,0 5 1 20 21 6 16 32 0 49 13 94,362 1166 1567 2437 2922
2535,223 372 452 524 595 610 614 638 759 834 961 1128 1432 1511 1631 1777 2416 2489 2576 2783 2844 3126 3238 3344 3404 3617 3811 3912 3994|25 70 104 160 260 834 853 973 1055 1357 1511 2416 2715 3243 3976|89 104 452 462 579 614 674 737 763 853 1333 1536 1610 2118 2197 2364 2382 2416 2523 2769 2819 2909 2997 3103 3307 3331 3525 3624 3829 4054|104 452 853 1610 2107 3519 3616 3813|15 27 104 324 345 439 500 600 705 853 881 1024 1129 1250 1334 1347 1397 1484 1610 1690 1771 1805 1928 2175 2252 2317 2538 2553 2648 2717 2797 2812 3192 3487 3530 3796 3819 3841 4047|280 300 362 412 416 550 853 867 1010 1072 1307 1527 2031 2043 2244 2396 2416 2502 2694 2766 2871 3061 3279 3555 3556 3573 3740 3920 4027|103 190 526 763 775 834 1074 1173 1184 1756 2112 2416 2705 2757 2954 3064 3101 3275 3876 3920 3948|224 687 723 843 853 1265 1281 1468 1527 1536 1612 1878 2381 2732 2903 3162 3556 3990|185 260 323 362 834 843 853 873 1031 1151 1226 1527 1610 1642 2416 2680 2715 2728 2805 2903 2948 3243 3398,0 97 25 16 21 68 64 96 58,200 323 843 853 1090 1151 1276 1394 1405 1610 2309 2416 2576 2668 3238 3320 3398
2536,98 158 205 251 289 516 626 637 657 675 853 1087 1154 1355 1423 1559 1677 1753 1764 1861 1924 2386 2553 2609 2674 2895 2929 2945 3114 3192 3197 3370 3400 3536|18 37 202 546 562 722 884 990 1153 1484 1582 1585 1594 1682 1864 2094 2258 2437 2516 2793 2818 2995 3069 3231 3260 3277 3609 3648 3681 4025 4038,0 337,37 108 230 388 546 897 926 1200 1248 1682 1684 1777 1939 2051 2162 2167 2258 2274 2470 2516 2598 2689 2693 2733 2785 2889 2953 3054 3164 3232 3277 3298 3390 3869 3949
2537,519 961 1259 2783 3629|519 3629|519 1259 3629|961 2783|3629|519 1259 2783|519 1259,0 24 83 0 51 43 84,519 961 1259 2783
2538,294 384 431 756 778 798 1021 1387 1735 1860 1958 1964 2107 2419 2747 2967 3143 3721 3933|452 1251 1253 1262 1380 1437 1804 2210 2330 2416 2548 2930 3515 3894|104 384 452 565 778 785 1168 1262 1276 1291 1333 1343 1387 1594 1746 1801 2197 2296 2523 2707 2727 2930 3238 3374 3473 3515 3557 3609 3705 3721 4069|42 405 874 968 978 1005 1409 1555 2548 3344 3796 3804|63 104 171 185 384 519 565 756 778 990 1225 1262 1281 1438 1525 1597 1756 1849 2416 2438 2548 3075 3239 3375 3515 3530 3557 3721 3813 4009 4069|16 104 160 171 294 1251 1253 1355 1850 1958 1964 2291 2916 3230 3515 4028|234 472 511 822 1281 1761 1875 1890 2059 2133 2438 2574 2631 2715 2783 2793 3078 3224 3243|874 1057 1240 1262 1721 1894 1921 1961 2189 2205 2416 2422 2548 2643 2968 3232 3247 3515|11 39 171 1213 1259 1827 2438 3174|86 280 1049 1536 1555 1626 1721 1772 2039 2207 2548 3174 3551 3995|1691 2651 3290 3727 3750|63 104 200 742 1112 1225 1809 2474 2576 2830 2952 3103|377 914 2799|58 118 1068,0 159 132 0 57 12 97 62 0 115 0 42 0 0,17 104 171 294 415 440 635 833 874 990 1057 1225 1721 1953 2422 2743 2799 2819 3375 3721
2539,150 340 424 453 506 600 640 713 1070 1155 1218 1334 1355 1380 1414 1479 1535 1560 1638 1834 2181 2324 2379 2576 2612 2927 3052 3075 3141 3248 3307 3315 3343 3520 3580 3957|150 506 600 640 1355 1414 1479 1560 2591|150 506 600 640 713 1334 1414 1479 1560 3343|340 600 1070 1355 1535 2324 2576 3052 3141 3307 3343 3520 3957,0 40 2 4,453 600 713 1155 1380 2181 2576 3075 3307 3580
2540,687 1411 1710 1804 2164 2327 2548 3034 3143 3259 3515 3730 3751 3825|99 451 548 930 1010 1253 1693 2017 2747 3695|294 1213 2286 2440 2548 3515 3785|152 687 785 797 1276 1871 2453 2784 4054|122 930 1010 1437 2160 2311 2548 3491 3515 3899,0 21 73 141 257,480 1202 2183 3075
2541,37 52 63 104 321 324 388 455 485 488 589 756 791 853 973 999 1007 1152 1184 1236 1511 1525 1658 1673 1690 1731 1761 1939 2089 2192 2408 2437 2470 2516 2523 2819 2821 3006 3313 3326 3375 3404 3489 3654 3671 3707 3715 3813 3965 4064|23 63 104 317 455 705 756 763 853 1511 1640 1662 1687 1964 2523 2532 2819 3313 3374 3375 3415 3542 3695 3994 4069|317 384 705 853 1062 1225 1242 1479 1499 1511 2437 2819 3114 3139 3240 3370 3375 3689 3934 4061|240 384 455 589 705 763 853 1062 1479 2437 2819 3293 3624 3829 3894 3965 4052|14 103 645 884 951 1307 1465 2107 2596 2680 2728 2843 2954 3330 3421 3481 3508 3551 4066 4071|14 221 651 853 890 939 985 1324 1856 1912 2108 3267 3330 3369 3404 3440 3700 4027 4055 4066|601 1011 3238|121 127 323 392 854 1324 1809 1912 2007 2107 2306 2576 3098 3267 3330 4071|78 129 140 184 233 322 663 719 751 773 854 858 1075 1081 1129 1170 1240 1394 1523 1566 1841 1935 2007 2181 2183 2463 2521 2533 2538 2740 2794 2806 2853 2864 2876 2913 3214 3217 3294 3330 3343 3373 3404 3518 3528 3616 3648 3666 3672 3863 3864 3894 3994 4034 4071,0 0 0 0 328 7 0 16 0,323 374 688 857 1075 1081 1129 1170 1200 1235 1382 1460 1571 2007 2113 2181 2516 2521 2623 2794 2805 2806 2853 2876 3182 3315 3330 3331 3373 3648 3666 3814 3863
2542,362 1126 2602 3813|222 362 1437 3556 3813|3199 3450|249 362 1437|362,0 9 26 242 79,362 725 3339
2543,35 273 455 536 602 714 1224 1536 1804 1808 1915 1935 2927 3580 3965|1102 1837 2746 3072|317 435 600 800 1138 1438 1935 2812 2927 3580 3797|641 714 800 1224 2167 3580 3797|273 477 924 1193 1340 2130 2167 2252 2812 3530 3672 3965,0 49 20 119 355,2909
2544,397 830 997 1104 1110 1479 1812 2017 2063 2252 2379 2497 2637 2813 3159 3530 3737 3944|442 452 830 1701 2063 2456 2637 3003 3652 3737|152 776 830 990 1080 1102 1701 2930 3677 4062|107 452 830 2236 2523 2930 3673|152 656 776 884 990 2001 2456 2523 2637 2930 4071|374 452 656 830 1513 1542 2456 2637 2930 3121|107 362 776 2637 3003 3025 3224 3677 3813|81 733 2107 2930 3025 3224 3848|134 317 594 830 1959 2063 2456 2637 2797 3003 4008|733 830 2063 2437 2637 3199 3813|585 768 1701 3498 3737 3811 3813|585 830 907 2063 2930 3060 3730 3802 3944|442 776 862 977 1515 1904 2495 3737 3805 3811 3944|642 776 862 1904 1916 2456 3955|489 636 656 2254 2456 2552 3348 3481 3498 3737|152 388 776 862 951 2064 2552 3025 3189 3450 3757 3811 3813|442 452 1289 1681 1701 2001 2378 2423 2446 2456 3565 3711|656 991 2456|656 1673 1748 2456 2459 3387 4068,0 7 5 3 13 12 14 4 23 7 13 16 10 20 18 16 29 12 141,853 1654 1832 2001 3011 3744 3813
2545,292 557 722 1004 1761 1925 2131 2438 2684 3427|722 2684,0 134,292 557 722 1761 2131 2438
2546,127 283 345 393 452 536 544 687 696 733 979 1010 1203 1307 1342 1436 1804 1915 2043 2131 2186 2270 2293 2304 2425 2558 2635 2859 2860 2907 2930 2954 3003 3034 3063 3098 3329 3362 3498 3552 3567 3625 3657 3716 3749 3760 3838 4076|180 476 477 702 720 1230 1387 1429 1475 1934 2131 2293 2404 3148 3189 3231 3285 3410|262 314 345 852 856 913 975 1118 1181 1183 1298 1387 1529 1846 1934 2131 2293 2438 2608 2702 2805 2844 3231 3455 3594 3819 3938|180 314 486 512 526 556 579 687 800 874 913 1010 1118 1181 1325 1597 1934 1957 2131 2167 2170 2293 2438 2805 2844 3178 3231 3362 3455 4060|314 345 611 763 874 966 989 1155 1218 1280 1335 1336 1387 1610 1846 1942 2131 2296 2556 2613 2679 2919 3088 3344 3705 3922 3942|115 144 180 282 305 322 444 448 477 579 607 687 850 1084 1185 1199 1242 1387 1432 1529 1531 1610 1613 1639 1685 1694 1826 1932 1934 1998 2062 2103 2131 2400 2421 2440 2450 2548 2558 2628 2636 2680 2736 2784 2895 2900 2917 2933 2960 3088 3178 3215 3223 3231 3344 3455 3483 3823 3979 3995|198 280 345 874 1128 1262 2039 2330 2509 2724 2837 2844 2998 3075 3146 3345 3804 3858|115 420 477 579 913 1432 1531 1951 2103 2330 2548 2909 3021 3231 3455 3976 3995 4009 4066|162 345 531 1199 1387 1529 1934 2039 2141 2220 2350 2602 2998 3231 3342 3455 3478 3858 3995|58 76 144 224 314 320 444 1150 1275 1590 1603 1721 1932 2141 2416 2421 2422 2537 2548 2558 2684 2805 3009 3174 3478 3679 3692 3858|58 162 345 383 384 477 765 913 1086 1224 1246 1387 1529 1721 1934 1961 2039 2167 2350 2379 2537 2548 2828 2843 2844 3051 3117 3119 3193 3231 3344 3352 3789 3804 3836 3939 3995|2 4 58 198 263 289 531 843 871 880 913 979 1218 1246 1721 1743 1934 1978 2039 2167 2350 2400 2509 2537 2661 2784 2843 2844 3116 3231 3567 3773 3789 3836 3939 3976 4018|323 444 577 913 1090 1603 2025 2096 2141 2400 2421 2573 2580 2680 2830 2844 3231 3478 4066|224 384 795 871 1025 1155 1387 1978 2103 2513 2576 2600 2626 2678 3040 3088 3340 3626 3705 3803 3836 4039|27 78 190 280 381 531 800 843 979 1246 1721 1934 1952 2096 2147 2604 2895 3567 3804|280 1133 1380 1387 1479 1555 1610 2026 2096 2573 2604 2678 3359 3394 3481 3626 3918 3948|2 118 125 190 280 323 512 943 979 1387 1721 1961 2009 2096 2124 2167 2400 2488 2576 2661 2689 2799 2820 2830 2873 2889 3224 3307 3320 3705 3803 3804 3952 3995,0 20 52 38 82 173 18 4 19 17 41 27 8 11 0 16 25,2 58 121 933 1218 2096 2329 2379 2485 2522 2537 2576 2779 2830 2873 2960 2978 3224 3231 3307
2547,68 345 369 388 392 724 827 913 1331 1598 1982 2495 2552 2596 2703 3490 3514 3761 3773 3938 4071|88 457 808 1010 1194 1275 2400 2509 2531 2598 2979 3392 3480|213 409 553 913 1483 1485 1900 1904 1934 1945 2643 2703 2732 2740 2965 3269|456 924 1598 1707 2167 4032|314 630 716 800 913 963 999 1380 1585 1598 2156 2167 2286 2400 2441 2571 2581 3006 3366 3817 3876 3961 4032|213 808 913 1251 1280 1598 1761 1900 1934 2059 2379 2560 2643 2844 2927 3033 3392 3536 3671 3720|68 139 314 800 827 873 913 951 1254 1380 1527 1717 1934 2150 2572 2581 2596 2703 3392 3468 3729 3761 3929 4011|58 369 456 489 680 808 913 1254 1325 1450 1583 1590 1742 1934 2025 2552 2703 3139 3761 3773 3976 4011|139 314 843 913 1246 1254 1331 2096 2150 2167 2387 2400 2552 2572 2671 3231 3392 3514 3761 3876 3929 3995 4011|3514|2 70 108 139 327 409 577 835 843 1047 1131 1368 1380 1598 1809 1930 1934 2096 2118 2175 2387 2463 2473 2531 2538 2582 2830 2844 2873 2916 3033 3193 3392 3410 3929 3976 4071|2 77 162 190 213 383 392 418 630 688 713 785 800 884 913 951 1007 1078 1168 1291 1527 1585 1648 1717 1742 1797 1964 2078 2089 2167 2196 2366 2400 2463 2464 2538 2583 2596 2641 2689 2760 2857 2889 2898 2916 3154 3231 3331 3496 3551 3569 3644 3827 3876 3952 3995 4026 4051|94 602 914 932 1315 1598 1930 1934 2059 2096 2169 2278 2473 2703 2830 2843 2873 3065 3421 3789 3827 3929|139 282 700 743 899 984 1415 2118 2329 2687 2873 3451 3508 3929|139 369 884 1224 1934 2167 2473 2571 2830 2898 3231 3392 3773 3929 3952,0 5 6 0 7 9 321 7 13 0 76 15 13 9 9,162 190 531 800 1479 1930 1934 2096 2156 2400 2571 2830 2844 3551 3876 3929
2548,271 1722|19 196 508 1429 1503 1506 1647 1676 1707 2150 2344 2404 2438 3014 3076 3195 3285 3388 3515 3558 3681 3740 3831 3938|5 556 921 1510 1541 1658 2149 2404 2438 2599 2954 3101 3179 3267 3662 3762 3838 3883 3956 3999,0 0 9,350 1052 1917 1920 1939 2281 2470 2783 3132
2549,287 525 600 852 1024 1128 1387 1437 1788 1846 1871 1895 1933 2014 2438 2463 2489 2523 2548 2563 2576 2789 2909 3159 3332 3336 3515|3 315 690 916 1010 1129 1213 1445 1551 1919 1937 2038 2121 2330 2360 2397 2548 2679 2863 3064 3162 3268 3344 3385 3432 3764 3819 3829 3870 3952|23 376 465 690 717 853 1051 1128 1142 1321 1322 1369 1497 1608 1707 1839 2281 2416 2489 2956 3162 3164 3344 3484 3723 3819 3994 4011|314 376 378 383 554 638 779 853 977 1051 1260 1322 1497 1788 1919 1939 1945 2014 2110 2416 2423 2548 2558 2805 3515 3556 3961|52 314 1213 1936 2438 2544 2548 3163 3284 3377 3515 3542 3784 3910|314 1788 2014 2416 2438 2544 2548 2679 2805 2919 2973 3284 3377 3515|23 384 785 1128 1276 1640 1871 2416 2426 2438 2453 2489 2523 2576 2679 2786 3225 3374 3783|125 150 185 405 546 576 724 837 853 1035 1036 1128 1232 1276 1333 1456 1682 1846 1875 1895 2066 2262 2416 2426 2563 2576 2805 2819 3307 3343 3344 3557 3641 3708 3915|3 69 916 1426 2047 2128 2438 2487 2863 3004 3064 3268 3432 3870 3920 3948|113 314 343 481 600 876 890 891 904 1128 1370 1433 1690 1801 2004 2416 2438 2515 2537 2679 2779 2784 2797 2805 2828 2922 2952 3008 3114 3370 3381 3443 3556 3910 3995,0 105 23 30 34 42 42 83 112 55,139 343 465 717 876 977 1127 1150 1213 1721 2257 2382 2416 2419 2423 2438 2482 2525 2537 2828 2905 2921 3221 3492 3784
